"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_published_year","~end_node_property_isbn13","~end_node_property_description","~end_node_property_average_rating","~end_node_property_title","~start_node_property_published_year","~start_node_property_isbn13","~start_node_property_description","~start_node_property_average_rating","~start_node_property_title","~end_node_property_name"
"49","Author","Laurence Yep","WROTE","50","Book",1992,"9780064404419","'Culled from 69 stories collected in a [1930s] WPA project, [these 20] tales are organized into sections with themes like 'Tricksters' or 'Virtues and Vices,' each with a thoughtful introduction placing the individual stories in the context of feelings and background of the original tellers. Yep's telling is vigorous, often poetic, imbued with earthy humor and realism touched with fatalism. A handsomely designed collection.' —K. Notable Children's Books of 1989 (ALA) The USA Through Children's Books 1990 (ALA) 1989 Boston Globe–Horn Book Award for Nonfiction 1990 Fanfare Honor List (The Horn Book) 1989 Children's Editors' Choices (BL) Notable 1989 Children's Trade Books in Social Studies (NCSS/CBC) Children's Books of 1989 (Library of Congress) 1989 Children's Books (NY Public Library) 'The Best Books' 1989 (Parents Magazine)",3.75,"The Rainbow People",,,,,,
"49","Author","Laurence Yep","WROTE","51","Book",1995,"9780064404891","In 1867, Otter travels from Three Willows Village in China to California -- the Land of the Golden Mountain. There he will join his father and uncle. In spite of the presence of family, Otter is a stranger among the other Chinese in this new land. And where he expected to see a land of goldfields, he sees only vast, cold whiteness. But Otter's dream is to learn all he can, take the technology back to the Middle Kingdom, and free China from the Manchu invaders. Otter and the others board a machine that will change his life -- a train for which he would open the Dragon's Gate.",3.67,"Dragon's Gate",,,,,,
"49","Author","Laurence Yep","WROTE","60","Book",1995,"9780064406031","Includes short stories, poems, and excerpts from plays that relate what it is like growing up Asian American.",3.41,"American Dragons",,,,,,
"49","Author","Laurence Yep","WROTE","8032","Book",1993,"9780816730308","Sung, a brave man who is not afraid of ghosts, meets one on a dark road and tricks it into revealing its secret weakness.",3.83,"The Man who Tricked a Ghost",,,,,,
"59","Author","Lois Lenski","WROTE","57","Book",1995,"9780064405850","The land was theirs, but so were its hardships Strawberries -- big, ripe, and juicy. Ten-year-old Birdie Boyer can hardly wait to start picking them. But her family has just moved to the Florida backwoods, and they haven′t even begun their planting. ';Don′t count your biddies ′fore they′re hatched, gal young un!'; her father tells her. Making the new farm prosper is not easy. There is heat to suffer through, and droughts, and cold snaps. And, perhaps most worrisome of all for the Boyers, there are rowdy neighbors, just itching to start a feud.",3.86,"Strawberry Girl 60th Anniversary Edition",,,,,,
"59","Author","Lois Lenski","WROTE","3089","Book",2004,"9780375827488","Easter is coming! The farmyard animals are planning a surprise for Ann Eliza, the little girl who takes care of them. Everyone contributes—Little Brown Hen lays the eggs, the chicks and goslings gather flowers, and White Rabbit and his family paint the eggs. Easter morning, the animals have a parade and give Ann Eliza her very own Easter basket . . . a very happy Easter, indeed!",2.97,"The Easter Rabbit's Parade",,,,,,
"65","Author","Melissa Wiley","WROTE","63","Book",2001,"9780064407144","With the arrival of her new governess, Miss Crow, Martha begins to see that her work is quite important and soon realizes she could learn a great deal from her if she only took the time to get to know her. Simultaneous.",4.14,"Down to the Bonny Glen",,,,,,
"67","Author","Walter Dean Myers","WROTE","64","Book",2001,"9780064407311","FADE IN: INTERIOR: Early morning in CELL BLOCK D, MANHATTAN DETENTION CENTER. Steve (Voice-Over) Sometimes I feel like I have walked into the middle of a movie. Maybe I can make my own movie. The film will be the story of my life. No, not my life, but of this experience. I'll call it what the lady prosecutor called me ... Monster.",3.71,"Monster",,,,,,
"71","Author","Cynthia Rylant","WROTE","70","Book",2004,"9780064409902","After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.",4.04,"Old Town in the Green Groves",,,,,,
"71","Author","Cynthia Rylant","WROTE","6258","Book",2003,"9780689848827","Pandora the cat becomes a lighthouse keeper and saves the life of Seabold the dog, and together the two of them create a family with three young mice rescued from the sea.",4.18,"The Storm",,,,,,
"71","Author","Cynthia Rylant","WROTE","6270","Book",2005,"9780689862465","Whistler and Lila, two of the mice children who live in a lighthouse, meet a young octopus when they visit the beach during low tide.",4.16,"The Octopus",,,,,,
"71","Author","Cynthia Rylant","WROTE","6273","Book",2005,"9780689863110","Two mice that live in a lighthouse along with a dog, a cat, and another mouse, lose their compass while exploring the forest, and learn to use their instincts before being rescued by an eagle.",4.08,"The Eagle",,,,,,
"73","Author","Jim LaMarche","WROTE","70","Book",2004,"9780064409902","After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.",4.04,"Old Town in the Green Groves",,,,,,
"77","Author","Heather Henson","WROTE","76","Book",1998,"9780064420808","Laura Ingalls shares adventures and good times with her friends while growing up on the western frontier.",3.99,"Little House Friends",,,,,,
"86","Author","Syd Hoff","WROTE","84","Book",1984,"9780064440578","Grizzwold the lovable bear is having a tough time finding somewhere to live. He's too big for most places, and too clumsy for others. He's not even any good as a live bearskin rug! Will Grizzwold ever find a home that's just right?",3.8,"Grizzwold",,,,,,
"86","Author","Syd Hoff","WROTE","85","Book",1986,"9780064440950","Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review.",3.75,"Chester",,,,,,
"86","Author","Syd Hoff","WROTE","87","Book",1994,"9780064441766","A patriotic feline, Captain Cat springs out of bed whenever the bugle sounds and he has more stripes than any of the soldiers. But most of all, this young recruit and his best friend Pete know what it really takes to make the army a home—friendship. ‘Hoff continues his string of hits.’ —BL. ‘Hoff has maintained his deft touch with a title that’s sure to appeal to youngsters.’ —SLJ.",3.66,"Captain Cat",,,,,,
"90","Author","Carolyn Strom Collins","WROTE","88","Book",1998,"9780064462044","Make the same pioneer crafts that Laura did! In her beloved Little House books, Laura Ingalls Wilder tells of her pioneer childhood growing up on the frontier. Because the Ingallses often lived far away from any stores, and because they had little money, Laura and her family had to make most of their own household items, using whatever materials were available. Now, with MY LITTLE HOUSE CRAFTS BOOK, you can share a part of Laura's pioneer days by learning how to make the same things that she and her family made for their little homes on the frontier. Inside this book are easy, step-by-step instructions for 18 crafts taken straight from the pages of Laura's Little House books. All you need to get started are a few simple supplies, and you're on your way to making fun and useful pioneer crafts that you'll cherish forever.",4.05,"My Little House Crafts Book",,,,,,
"100","Author","Rachel Carson","WROTE","97","Book",1998,"9780067575208","First published more than three decades ago, this reissue of Rachel Carson's award-winning classic brings her unique vision to a new generation of readers. Stunning new photographs by Nick Kelsh beautifully complement Carson's intimate account of adventures with her young nephew, Roger, as they enjoy walks along the rocky coast of Maine and through dense forests and open fields, observing wildlife, strange plants, moonlight and storm clouds, and listening to the 'living music' of insects in the underbrush. 'If a child is to keep alive his inborn sense of wonder.' Writes Carson, 'he needs the companionship of at least one adult who can share it, rediscovering with him the joy, excitement and mystery of the world we live in.' The Sense of Wonder is a refreshing antidote to indifference and a guide to capturing the simple power of discovery that Carson views as essential to life. In her insightful new introduction, Linda Lear remembers Rachel Carson's groundbreaking achievements in the context of the legendary environmentalist's personal commitment to introducing young and old to the miracles of nature. Kelsh's lush photographs inspire sensual, tactile reactions: masses of leaves floating in a puddle are just waiting to be scooped up and examined more closely. An image of a narrow path through the trees evokes the earthy scent of the woods after a summer rain. Close-ups of mosses and miniature lichen fantasy-lands will spark innocent'as well as more jaded'imaginations. Like a curious child studying things underfoot and within reach, Kelsh's camera is drawn to patterns in nature that too often elude hurried adults'a stand of beech trees in the springtime, patches of melting snow and the ripples from a pebble tossed into a slow-moving stream. The Sense of Wonder is a timeless volume that will be passed on from children to grandchildren, as treasured as the memory of an early-morning walk when the song of a whippoorwill was heard as if for the first time.",4.39,"The Sense of Wonder",,,,,,
